income,expenses,month,savings
7954858.157756578,56019.133913116915,10,7905546.723843461
8152635.755673904,39953.73677039973,4,8112682.018903504
8730704.738131976,34254.731788141464,3,8696450.006343834
8072696.2974456195,16793.735669294238,2,8053666.661776326
8659799.113400484,44471.91769518913,9,8615327.195705295
7842933.509034581,58332.40937997552,1,7782365.199654605
8532664.960778937,59575.63791123033,7,8473089.322867706
8911615.507294284,40629.91391959502,5,8870985.59337469
7285192.956430245,39332.05621694838,8,7245860.9002132965
7981257.764167017,48910.52943663258,4,7932347.234730384
8552310.621836796,35788.839986075596,7,8516521.781850722
8228075.606603038,47417.10603522538,5,8180658.5005678125
8466722.872671966,51569.51557776132,5,8415153.357094204
8061435.683546054,55691.19998113169,9,8005744.483564923
8348454.733215786,43822.262001593896,9,8304632.471214192
8247762.913691467,42896.42344791729,9,8204866.490243549
8797823.434147853,43573.374937084016,12,8760957.75921077
8418209.230481634,37322.71286560911,6,8380886.517616025
8452781.532500481,42692.463382389506,6,8410089.069118092
8141280.336146192,48003.57014676117,5,8093276.765999431
8109805.49205045,52888.73546317969,9,8056916.756587271
8132684.73853639,44242.38873669526,10,8095150.049799695
8476409.501107337,58068.00948534638,8,8418341.49162199
8137495.040832696,42293.17896171568,7,8095201.86187098
8432903.182280315,44526.89946626533,7,8388376.28281405
9175050.928755652,38035.23762637353,6,9137015.691129278
8674525.723951802,23036.56480822292,5,8651489.159143578
8176963.023682746,52624.54840689468,4,8124338.475275852
8811718.494335722,51308.037078035886,3,8760410.457257686
8142860.366816052,42201.918860157544,3,8100658.447955894
7465373.954878414,45317.138178572364,6,7420056.816699842
7893481.840771683,49332.35398745838,4,7844149.486784224
7534921.288169894,37450.91487434952,12,7504178.073295545
8166368.805768254,46694.06447488567,12,8126382.441293368
8320121.107539413,51821.585588665774,6,8268299.521950747
9009232.407970984,33500.1371149435,3,8975732.27085604
8448344.633944195,47343.46472212546,4,8401001.16922207
8221402.715184715,32585.274972170115,9,8188817.440212545
8657186.2846899,48889.563190892484,5,8608296.721499007
7393466.6461236235,44399.236838924226,7,7349067.4092847
8410392.900169125,36980.607091267484,10,8380119.993077857
8632855.53573844,52899.06289052316,2,8577720.572847918
7697931.105194371,38148.106773748965,5,7659782.998420622
8787836.829826007,37471.426304318185,9,8750365.403521689
8453152.993920973,53219.510672354656,11,8406641.183248619
8139862.666774433,54990.95299835066,3,8084871.713776083
8575464.887371253,35632.89597978481,9,8539831.991391469
9256218.858847095,51977.339905100314,11,9210949.218941994
8388053.853086053,48553.16325235651,6,8339500.689833697
8415632.25920608,50916.859309118656,4,8364715.399896963
8121544.907042115,46296.02269377739,7,8075248.884348338
7959250.878676624,41435.4498183744,8,7917815.428858249
8657572.912180314,37316.36410260611,6,8620256.548077708
7956657.615199131,45488.43643241356,5,7911169.178766717
8342210.595681706,35129.21753240553,6,8307081.378149301
8113940.435705908,18590.60981581763,5,8095349.82589009
8511541.17581014,48622.41626446452,8,8462918.759545675
8451143.74528431,50566.5316447385,1,8398341.313639572
8743691.775514284,30292.577469488013,11,8720106.898044797
8100491.301253874,35687.3724693562,7,8064803.928784518
8200299.688806082,56963.16804872608,10,8150044.220757356
7905668.994526295,69827.11648291355,10,7842549.578043382
8127807.369079408,51611.67060396577,11,8082903.398475442
8469280.876010928,35971.13289482311,2,8431073.843116105
8627088.106912576,43082.24738933475,9,8584005.85952324
7929192.604819725,54778.4447422937,1,7872178.260077432
8673894.482213851,45648.4547675818,11,8634953.72744627
8875900.680481449,44278.04636932279,10,8838330.334112126
8484299.178813016,40400.53503501278,6,8443898.643778004
9092506.069041565,36191.81025917738,9,9056314.258782387
7990861.179564216,43579.214238131055,1,7945046.065326085
7795158.504849188,59248.47426116836,4,7735910.03058802
7573188.420373582,47607.49178704052,4,7525580.928586542
8934256.873687362,42461.051218383334,9,8891795.82246898
8584435.61350054,48815.85673532694,11,8542327.456765212
8289363.715646783,30737.446683340575,5,8258626.268963442
8428827.48436751,52616.180602893335,5,8376211.303764617
7844686.528047993,44021.8552447963,6,7800664.672803196
9328977.508749878,40867.95984481088,1,9285873.648905067
8366173.334082444,71039.9768437773,1,8292897.457238667
8357933.025536507,47389.92651125935,9,8310543.099025248
8614111.519254632,37994.281564368706,3,8576117.237690264
8512384.644224878,40904.8282025761,4,8471479.816022303
8405517.416988173,52753.339044772096,1,8350528.177943401
7983926.398262116,45731.04524368555,9,7938195.353018431
8508419.234438442,31854.617073120797,8,8476564.617365321
9094679.231905792,50703.31589926679,2,9041740.016006526
8871653.919469085,38742.38655657345,8,8832911.532912511
8974631.483279735,61472.02599137924,7,8913159.457288356
8099992.853549939,61085.217880525524,11,8045615.335669413
7901163.178908221,40717.33189398639,6,7860445.847014235
8260186.025171348,53938.997932814156,1,8204011.127238533
8335626.571937637,45324.872543952886,7,8290301.699393685
8767237.489738906,59052.566640823075,10,8714892.623098083
7609038.265464649,49053.256424754865,7,7559985.009039894
8948182.751290275,37148.524620423625,9,8911034.226669852
8246794.235766535,36726.447719685544,1,8207831.8880468495
8135044.281000922,51693.65756811887,2,8081114.7234328035
7891811.83960993,48431.60333977194,11,7850087.936270159
7624669.009012132,41107.92960414888,9,7583561.079407983
8654594.874569178,36175.765699331125,9,8618419.108869847
8342938.655472136,48506.50060304168,6,8294432.1548690945
7776328.193978654,63164.39786774299,6,7713163.796110911
7774201.086994972,35170.412628075486,4,7739030.674366897
8172906.055191529,44934.60913269848,4,8127971.44605883
9006150.234111812,57348.335759413436,5,8948801.898352398
8204573.785894799,44005.71925325482,3,8160568.066641544
7687724.765453307,46527.93239693912,1,7638960.933056368
8210329.456752488,32980.47724166557,1,8175113.079510823
8199115.729953693,55256.30735458632,12,8150567.122599107
7191577.073734703,43044.256551505314,7,7148532.8171831975
8289899.788404807,51298.07478936242,1,8236365.813615445
8216484.228470719,53101.60589077451,1,8161146.722579945
8601825.586824756,67878.02138875768,3,8533947.565435998
9080935.233736297,56609.70724795293,10,9031033.226488344
8780692.675245237,47631.791936984264,4,8733060.883308252
8200709.595098922,46456.49543958706,4,8154253.099659335
7852568.050273288,39323.521943618325,2,7811008.62832967
9382014.293514058,45509.36410238398,1,9334269.029411674
8337078.560965934,42076.047948280575,3,8295002.5130176535
8318255.338271522,52932.34758736492,11,8272030.690684157
8302439.051682553,56502.06531946335,4,8245936.98636309
8394794.641950047,35715.885913165,3,8359078.756036881
8252466.449206811,54912.61789931373,8,8197553.831307498
8074038.7036158135,63205.450316260816,10,8017540.953299553
8085178.6822071625,41426.14232200259,1,8041516.63988516
8298852.977747035,23505.07852522673,2,8273111.999221808
8086606.00331964,39281.88327622223,7,8047324.120043417
8016190.683412634,56317.80042662394,4,7959872.88298601
8356700.882453058,44513.47719802372,8,8312187.405255035
8206491.5274707265,42488.34055524723,11,8170710.886915479
8937560.5290916,40203.495014503314,3,8897357.034077097
7210661.1800353285,52236.16926904612,6,7158425.010766283
8766121.679768626,49607.76634056585,9,8716513.91342806
8830368.039787,40345.18687786592,1,8787786.952909134
7450716.709418758,39201.36919049416,1,7409279.440228264
8170037.051279265,41214.27181821167,8,8128822.779461054
8158086.521519971,36468.33227391919,3,8121618.189246052
7727471.344652787,59165.2740163389,5,7668306.0706364475
7989187.261508412,39599.39465156146,1,7947351.96685685
7850884.802207202,55603.77894685491,5,7795281.023260347
9040750.42418819,65031.74224197363,11,8982426.381946215
8701355.741498645,53646.4933486761,6,8647709.248149969
8840953.924713286,40857.76057117486,8,8800096.164142111
8612409.724775461,48328.8004359345,3,8564080.924339527
7843205.77697585,44501.6041746822,3,7798704.172801168
8094463.156011921,43343.352038374025,12,8057827.503973547
8515861.4700736,54326.63967200532,11,8468242.530401595
7804521.20704656,40880.83972378319,11,7770348.067322777
8608804.760443067,62047.82937864484,10,8553464.631064422
8212581.164943702,40562.64873988209,9,8172018.51620382
8156681.739057572,46517.09149826432,4,8110164.6475593075
8607957.52815263,47251.613407960074,4,8560705.91474467
8497112.183588756,49110.15747718021,12,8454709.726111576
8162440.050973927,49965.154682874265,7,8112474.896291052
8794310.4786626,38234.75165663079,2,8753839.82700597
7863150.892273949,52510.53450953861,8,7810640.357764411
8568463.189545678,32680.09613174518,6,8535783.093413932
8558972.70207097,45848.28840763129,3,8513124.413663339
8183811.28738907,62059.00539597768,9,8121752.281993092
8448014.482943242,35771.43676525758,5,8412243.046177985
7792474.046707938,38656.52008161394,8,7753817.526626324
8696513.159011936,49314.18624420947,7,8647198.972767726
8235616.363874515,46324.10762495499,8,8189292.25624956
8095210.133225909,47853.895355863,7,8047356.237870047
8748458.676172772,49093.09401718865,3,8699365.582155583
8019724.35100244,48158.79492622904,2,7969329.656076211
7727076.6680831,54642.71150651968,7,7672433.95657658
7665494.646023722,48383.25414010585,3,7617111.391883616
8564337.855811113,42560.2880401536,3,8521777.56777096
7780289.727098632,48497.33015407675,2,7729556.496944555
9041799.348737143,61709.78407292885,4,8980089.564664215
7447167.629128321,43531.776825852816,8,7403635.852302468
9017552.79409472,42709.899710747646,12,8981550.594383974
8400169.776076393,52383.38667383497,1,8345550.489402559
8272269.777291158,41405.4590220646,1,8228628.418269094
8085984.930907478,31994.212648268865,12,8060698.418259209
8478356.268996185,52297.00051176251,5,8426059.268484423
8296824.140783667,46637.93883610249,11,8256893.901947564
8771023.969099917,43908.30653638451,5,8727115.662563533
8359941.672288157,54394.799284477034,11,8312254.57300368
8374934.914094598,53129.452936072055,12,8328513.161158526
8161340.292439377,48827.15327176471,1,8110277.239167612
8288798.071948492,40823.18409617155,6,8247974.88785232
8440395.586932754,47071.113016567615,1,8391088.573916186
7601680.169088357,42396.71833436048,5,7559283.450753997
7752128.72585253,51325.62541686547,9,7700803.100435665
8621383.875529232,56929.30063001914,12,8571162.274899213
8383481.657250681,36351.81042439396,5,8347129.846826287
8235998.238600089,54430.58965422302,6,8181567.648945866
8320127.572092618,39924.557332278,8,8280203.01476034
8456929.055402046,58652.64572470725,11,8404984.109677339
8088129.300462878,45766.97081613623,1,8040126.4296467425
7988984.421622697,58922.07953178486,2,7927826.442090913
8393863.85121304,42719.4096400591,9,8351144.441572981
7905831.477537475,41593.85030223729,3,7864237.6272352375
8482145.357564142,44544.318812782476,6,8437601.03875136
7604832.583880775,42006.48129424337,5,7562826.102586531
8740207.062198887,58580.060394208915,11,8688334.701804677
8508888.5252122,28026.464442386532,2,8478626.160769815
8418877.923073657,35294.285916122666,7,8383583.637157534
8720895.269627681,35167.99779056433,4,8685727.271837117
9004675.984673202,50981.270979574874,1,8951458.813693628
8734061.83384405,60017.041759023705,4,8674044.792085027
7547355.777088978,43783.84796908827,6,7503571.92911989
7780643.998481317,43208.12603647782,7,7737435.872444839
8052776.840836816,45344.51852601905,7,8007432.322310797
8323310.048389092,55109.374787206616,7,8268200.673601885
8527617.150362145,36424.12450905318,3,8491193.025853092
8010829.961422573,46849.876833986826,6,7963980.084588586
8390090.618982285,53439.777521722135,8,8336650.841460563
7998511.2528916355,49199.585818274,4,7949311.667073362
8058304.952711737,46413.54214621252,8,8011891.410565524
7727824.872946322,51435.055833483486,2,7674153.9171128385
7928748.7515816735,27249.071664332023,10,7908207.379917341
7750674.38365454,50780.64570775662,9,7699893.737946784
7906870.338215826,38868.208720381575,9,7868002.129495445
8750384.08052408,28345.55162367459,8,8722038.528900405
7917873.700807335,55997.691569111616,10,7868583.709238223
9406545.32064853,63711.15256451943,10,9349541.868084012
8517500.413913189,41252.815464575775,1,8474011.698448613
8389288.19968927,51004.2288003642,2,8336048.070888907
7955712.50682041,59137.57182814725,6,7896574.934992262
8603531.103102567,63185.768907074285,10,8547053.034195492
8073217.50705423,59385.18676488599,5,8013832.3202893445
8363176.121795294,58062.99142915057,12,8311820.830366143
9376496.784074252,45392.64829288029,9,9331104.135781372
8272541.2674787715,30390.658564716483,5,8242150.608914055
8790130.772472829,40281.41553116099,2,8747613.456941668
8020209.493706976,43884.039750130105,10,7983033.153956846
8297923.968117634,64134.04328821345,4,8233789.924829421
9048452.003824929,43144.94764793015,9,9005307.056176998
8051883.882450958,43583.99450995772,1,8006063.987941
9065761.850754924,56357.964609155526,11,9016111.586145768
8606624.194995392,42872.062839376675,1,8561516.232156016
8078691.702462464,66585.55848519648,12,8018813.843977267
8575309.391451795,39149.27316839175,7,8536160.118283402
8716682.289783545,53166.191236659804,11,8670223.798546884
8570904.708469586,38077.64006975094,3,8532827.068399835
7659844.0201775525,39619.946668646495,10,7626931.773508906
8010250.847430988,37010.68195857949,2,7971004.265472408
8209591.487880587,44386.75770191782,9,8165204.730178669
8281529.732567123,40878.49262480743,3,8240651.239942316
8570431.785401935,36289.36372440018,2,8531906.521677535
8386322.676421182,38848.159131904584,12,8354182.217289277
7757465.770996524,43974.73700063801,8,7713491.033995886
8470485.085488006,37968.08286281633,10,8439224.70262519
8566239.662387822,51515.63651685433,6,8514724.025870968
8545127.953277577,45455.308174345024,6,8499672.645103231
8761663.651731405,38389.94240938545,10,8729981.40932202
8659063.477816725,48660.25769849684,11,8617110.920118228
8503311.939823184,37991.01397096006,7,8465320.925852224
8283303.4954567095,47572.56915138498,7,8235730.926305325
7622131.935641003,63414.152609052595,11,7565425.48303195
8491025.34197601,27947.207500476317,6,8463078.134475533
8398785.8419081,45746.74724146284,4,8353039.094666637
8425340.492525304,49993.53632957019,11,8382054.656195734
7781819.543647263,50722.19710774239,9,7731097.346539521
7863153.713188935,46624.7453643066,6,7816528.967824629
8750180.864306638,37992.6870846607,4,8712188.177221978
8296025.95642209,48572.20922097203,12,8254161.447201118
8595713.568794312,37598.66314709232,3,8558114.90564722
8324235.776937984,54341.37744477042,4,8269894.399493214
8324833.344892482,44908.60286106238,3,8279924.74203142
8702438.611776303,59485.589017100596,2,8640717.122759202
8097985.787110692,44175.47394556756,5,8053810.3131651245
8352416.0345107755,36146.39323945958,2,8314033.741271316
8120333.618999957,31179.94395822792,6,8089153.67504173
8131879.244117031,28591.439991437328,3,8103287.804125594
8183966.861775957,30550.1217801361,6,8153416.739995821
8404789.97120785,53814.7739159863,11,8357682.897291863
8113486.917993774,55975.53311775923,10,8064219.084876015
8834387.50490608,30576.46283730541,9,8803811.042068776
7940646.360847432,50486.96466577114,1,7887923.496181661
8234797.79057723,40397.69517816399,6,8194400.095399066
8129703.526447595,46030.85798199396,9,8083672.668465601
8913863.723322118,65844.75641086522,11,8854726.666911252
8394158.744844504,52738.972105374974,4,8341419.772739129
8741324.632580934,49024.0692973894,11,8699008.263283545
7695032.495409142,43455.233212775835,12,7658284.962196366
8423458.312766459,23237.123776671226,2,8397985.288989788
8682217.287058638,38286.18037402349,4,8643931.106684616
8346665.143159816,40593.83559602063,1,8303835.407563795
8755304.4695699,35889.061180970675,3,8719415.408388928
8097468.867317398,50251.790189113264,10,8053924.777128285
8898223.633936483,45405.33250043004,9,8852818.301436054
9267941.62450244,49414.678041101266,10,9225234.64646134
8161661.840142819,38904.636918147306,5,8122757.203224672
8127304.771897091,52934.07992420162,11,8081078.391972889
8916526.452548433,48670.54039348897,6,8867855.912154945
8968972.98779668,34965.90681098216,3,8934007.080985697
8095153.190076469,57336.81483149874,5,8037816.37524497
8137826.568462123,50543.967180102474,11,8093990.30128202
8195349.750976187,44886.58348776954,8,8150463.167488418
7753681.041917248,51051.98651583734,6,7702629.05540141
7930652.846450814,46803.791791568256,4,7883849.054659246
7895121.7008579755,51006.5727990665,2,7841879.228058909
7993351.442259457,47285.92368389903,9,7946065.5185755575
8298050.152644178,45948.30509616578,12,8258809.547548012
8409811.100045446,45715.24292803329,1,8361859.957117413
8956890.131475013,32253.070292206925,1,8922401.161182806
7897526.799019809,45688.91458458291,4,7851837.884435226
8721573.323518753,44420.8042556722,7,8677152.519263081
8223527.250399808,40620.786075297314,1,8180670.564324511
8291907.729764014,43568.41191269478,9,8248339.317851319
8592936.704238608,27887.494876687313,4,8565049.209361922
7845836.568415606,39810.42391512793,3,7806026.144500478
8471404.400661178,43312.46765784567,1,8425856.033003332
8381647.416069797,52855.39162746795,10,8335499.724442329
8517140.219436238,35526.8846096146,4,8481613.334826622
8432651.226037493,56037.98464555754,9,8376613.241391935
9332945.946640227,43678.97862750879,10,9295974.668012718
8047406.40320352,53388.43741863092,6,7994017.965784889
8091771.293272193,48538.6554948356,6,8043232.637777357
8053474.278043603,36702.50143168096,1,8014535.876611922
8081596.766660121,67303.37049914243,10,8021001.096160979
8047553.058771345,31806.68963150274,2,8013510.469139842
8806648.974413473,59646.247267098406,11,8753710.427146375
8902860.663213562,53666.80801964918,6,8849193.855193913
8075250.541929074,36484.341098102115,2,8036530.300830971
7966519.629933029,57171.65265765533,3,7909347.977275374
8508397.289216653,42481.683992032806,4,8465915.60522462
8082949.235999896,54007.66034282732,11,8035649.275657069
8575527.210770544,47046.21439723429,5,8528480.996373309
8396805.535572186,43516.79633978401,9,8353288.739232402
7682487.428969271,58677.24487183183,12,7630517.884097438
8955645.218543965,51814.64572113077,4,8903830.572822835
9058874.604888283,35787.529444147,11,9029794.775444135
8057776.7422582,56383.49739620504,9,8001393.244861996
8151328.198244259,36557.03665580414,11,8121478.861588455
8431278.317048874,60660.38023315005,10,8377325.636815724
8451474.034761814,54794.80006173118,3,8396679.234700084
8586172.343804382,34960.832634727354,8,8551211.511169655
9147953.844077049,47751.54133424937,12,9106910.002742799
8238922.609383073,32593.11972692918,1,8204093.589656143
7980675.064844021,49503.53227350966,11,7937879.232570511
7739188.7906991495,41963.06457595641,9,7697225.726123193
8008674.444730207,51690.971936404065,9,7956983.472793804
8298697.658215182,63144.577301795325,10,8242260.7809133865
9058326.061276212,54964.53773018105,2,9001125.62354603
8097334.6837773,39690.19403749429,4,8057644.489739805
8405477.4869604,42846.80324997844,8,8362630.683710421
8305640.261738686,29662.002184052708,7,8275978.259554633
8806389.934008295,35274.72047328469,1,8768879.31353501
9362717.9937186,53347.247065770425,5,9309370.74665283
8091824.568731906,59167.12654068597,7,8032657.44219122
8109043.563750416,33678.47742945473,4,8075365.086320961
8746443.589458343,37183.336651840174,1,8707024.352806503
8595875.991160404,44481.83747206214,9,8551394.153688341
9080000.592856586,47223.64934001904,5,9032776.943516567
8555160.159348188,44184.929959228764,11,8517682.929388959
8163135.835563183,46274.73235726903,2,8114625.203205914
8557955.909893278,40480.17041553655,8,8517475.73947774
8773269.040883685,51296.44467017302,11,8728680.296213511
8653477.511740446,47367.84780044589,2,8603873.76394
8523300.906813119,44775.4382122811,3,8478525.468600838
8755800.85451352,47522.83914948658,10,8714985.715364033
8798452.491976479,41501.79375760894,1,8754714.79821887
8886923.480979688,50635.41703805116,11,8842995.763941638
8582084.944222637,39172.8693531462,2,8540676.17486949
8243007.831969044,42403.4315339305,7,8200604.400435113
8373443.626510583,65723.36083412598,10,8314427.965676457
8813919.238139793,47498.73917460726,2,8764184.598965187
7972928.50053657,42075.3422276744,6,7930853.158308896
8465695.217255674,50951.281412182216,3,8414743.935843492
8148985.224802421,41732.45201141815,4,8107252.772791003
8324413.018166085,61917.65750871989,11,8269203.060657365
8843820.382027993,48023.93191014287,8,8795796.45011785
8391891.225277357,43758.33254488378,3,8348132.892732473
8331766.111385267,55429.9010976768,10,8283043.910287591
7747278.103160661,30668.712046360168,6,7716609.3911143
8622626.369749002,32404.74246505826,1,8587985.727283943
8580744.265463652,34040.01231276941,7,8546704.253150882
9211565.066840803,45996.42586232869,8,9165568.640978474
8184546.194320658,66920.62114939486,11,8124333.273171264
8403549.982379768,64673.85598748842,8,8338876.12639228
8416115.66959002,50424.473830845556,3,8365691.195759175
8968092.33773112,55905.05264611324,10,8918894.985085007
8272858.956354078,26374.16004883156,1,8244248.896305246
8428433.847311703,39864.5426046988,9,8388569.304707005
8565121.95342687,37672.37723643347,6,8527449.576190436
8390025.099576352,45873.087420281314,11,8350859.71215607
8126917.787889581,43214.18894410507,9,8083703.598945476
8393134.32334537,40495.810709307974,7,8352638.512636063
8758692.370861493,24780.034215923104,1,8731676.43664557
7885822.323758287,58114.71016661277,12,7834415.313591675
8367731.294768849,41831.51547499346,12,8332607.479293856
8021479.476496291,44621.82825386448,1,7974621.748242427
8809155.223567618,63267.76576517586,6,8745887.457802443
7679394.032116981,36495.39196668766,5,7642898.640150294
8080165.057394886,22088.120511565925,9,8058076.93688332
8469244.044313503,39924.19264119304,2,8427083.95167231
8963134.263259673,54564.54259157322,8,8908569.7206681
8285138.659516984,68940.3762915673,11,8222905.983225416
8081712.140557335,33721.40024705537,5,8047990.74031028
9094318.709019227,46924.379172938156,2,9045158.429846289
7710637.684263129,47264.14939874191,10,7670081.234864387
7398591.012249905,50478.14029844553,11,7354820.571951459
8495346.257778851,75075.64915838155,11,8426978.30862047
8103800.566495627,37983.734570965105,12,8072524.531924662
7888017.846475837,46987.34603654287,6,7841030.500439294
8606875.444202833,55608.560651001324,10,8557974.583551832
8413795.257199941,54428.83857572755,8,8359366.418624214
8078021.778033719,45594.3221313823,4,8032427.455902337
7780341.660819887,45237.18080510889,2,7732868.580014778
8675079.593888978,47922.95187240647,12,8633864.34201657
8582704.759247066,53832.66371171974,11,8535579.795535346
8271246.200215663,41648.62556486136,5,8229597.574650802
9079971.362199418,56984.79035411657,12,9029694.271845302
7867713.838139796,39176.452998560155,2,7826301.485141235
7678422.194227196,45854.73508290359,2,7630331.559144293
8024892.884699327,44456.28509952703,6,7980436.5995998
8293519.389448474,61496.64302280596,11,8238730.446425668
8413603.54494768,50966.055093714014,10,8369345.189853966
8212202.673554761,28860.706817344937,9,8183341.966737417
8458788.42568208,56004.12113378566,4,8402784.304548295
7792297.054437867,36617.49259400508,6,7755679.561843862
8912528.209168121,38870.97537366042,7,8873657.23379446
8278322.056137592,46098.34365059262,11,8238931.412486999
8776840.180600902,57010.42453008252,6,8719829.756070819
8454910.639455145,25617.384099860137,8,8429293.255355285
8502303.28023032,72780.76778564152,4,8429522.512444677
8549274.557242133,60870.64967756314,12,8495111.60756457
8498544.109152645,44478.65955240555,1,8451829.54960024
8579596.554441256,44227.05001608818,7,8535369.504425168
8864892.760776991,47271.88142389694,3,8817620.879353095
8394144.777071185,49378.71055045345,6,8344766.066520732
8607144.481441338,48252.650114502925,2,8556655.931326834
8275169.754612552,49687.10410214844,9,8225482.650510403
8911012.269471921,43283.27378087444,1,8865493.095691046
8031341.59932353,42953.0841041394,6,7988388.51521939
9060978.805829821,43365.072260316454,6,9017613.733569505
8295775.420031961,42974.81830383776,5,8252800.601728124
7717802.53049986,54857.98623834028,5,7662944.54426152
8365709.179669792,47790.63390139111,1,8315682.6457684
8029405.06264982,25128.040207016544,10,8010984.722442804
8661857.045954404,57291.81418497157,12,8611272.931769433
8041220.268063208,46459.642631086834,5,7994760.625432122
8127021.769081944,42314.77636585047,2,8082471.092716093
7527128.845920006,41243.24636295424,7,7485885.599557051
8124476.954982845,54771.61452246691,3,8069705.340460378
7305045.275464695,53192.29766664199,4,7251852.977798053
7654159.081623546,37805.69129005277,3,7616353.390333493
8628512.048755059,48358.512835126996,3,8580153.535919933
8639062.855078982,36027.89082895656,4,8603034.964250026
8489296.07583902,32379.24698139372,5,8456916.828857627
7910568.184371364,36876.99183015719,1,7871455.292541207
8292636.048712795,52430.902259602444,4,8240205.146453192
8310968.700814799,59950.069155825564,12,8257726.331658974
7831022.645274321,56014.53076318215,12,7781715.814511138
8937313.363394858,57910.66667925374,11,8886110.396715604
8677118.21050462,49334.492128641345,8,8627783.718375977
8220628.140891141,45688.545204964,10,8181647.295686177
8323640.381126176,48580.94247054586,7,8275059.43865563
8399074.750302428,51876.5426298263,9,8347198.2076726025
7463873.416260431,51464.07993732068,5,7412409.336323109
8209733.320591427,62058.86562912061,10,8154382.154962307
8029017.456299136,51052.78628782743,4,7977964.670011309
7896169.386141443,47861.2121889689,8,7848308.173952473
8195634.168639773,54288.9956714068,9,8141345.172968366
9059626.406654738,44480.80446578011,7,9015145.602188958
8578815.224781238,36830.86586927978,7,8541984.358911958
8075070.703375808,43259.594301272555,5,8031811.109074536
8550444.745110424,38055.88870590904,4,8512388.856404515
